time,id,x,y,vx,vy,mass,radius,alive
12.34,3,136.067,115.501,-17.4486,-10.5081,1.5,8,1
12.34,4,189.261,42.3113,-6.67257,21.9115,0.9,5.5,1
12.36,1,381.4,85.92,18,36,1,6,1
12.36,2,204.755,44.9623,7.72727,-11.4545,2.2,9.21954,1
12.36,3,135.718,115.291,-17.4486,-10.5081,1.5,8,1
12.36,4,189.128,42.7496,-6.67257,21.9115,0.9,5.5,1
12.38,1,381.76,86.64,18,36,1,6,1
12.38,2,204.909,44.7332,7.72727,-11.4545,2.2,9.21954,1
12.38,3,135.37,115.081,-17.4486,-10.5081,1.5,8,1
12.38,4,188.994,43.1878,-6.67257,21.9115,0.9,5.5,1
12.4,1,382.12,87.36,18,36,1,6,1
12.4,2,205.064,44.5041,7.72727,-11.4545,2.2,9.21954,1
12.4,3,135.021,114.87,-17.4486,-10.5081,1.5,8,1
12.4,4,188.861,43.626,-6.67257,21.9115,0.9,5.5,1
12.42,1,382.48,88.08,18,36,1,6,1
12.42,2,205.218,44.275,7.72727,-11.4545,2.2,9.21954,1
12.42,3,134.672,114.66,-17.4486,-10.5081,1.5,8,1
12.42,4,188.727,44.0642,-6.67257,21.9115,0.9,5.5,1
12.44,1,382.84,88.8,18,36,1,6,1
12.44,2,205.373,44.0459,7.72727,-11.4545,2.2,9.21954,1
12.44,3,134.323,114.45,-17.4486,-10.5081,1.5,8,1
12.44,4,188.594,44.5025,-6.67257,21.9115,0.9,5.5,1
12.46,1,383.2,89.52,18,36,1,6,1
12.46,2,205.527,43.8168,7.72727,-11.4545,2.2,9.21954,1
12.46,3,133.974,114.24,-17.4486,-10.5081,1.5,8,1
12.46,4,188.46,44.9407,-6.67257,21.9115,0.9,5.5,1
12.48,1,383.56,90.24,18,36,1,6,1
12.48,2,205.682,43.5877,7.72727,-11.4545,2.2,9.21954,1
12.48,3,133.625,114.03,-17.4486,-10.5081,1.5,8,1
12.48,4,188.327,45.3789,-6.67257,21.9115,0.9,5.5,1
12.5,1,383.92,90.96,18,36,1,6,1
12.5,2,205.836,43.3586,7.72727,-11.4545,2.2,9.21954,1
12.5,3,133.276,113.82,-17.4486,-10.5081,1.5,8,1
12.5,4,188.193,45.8172,-6.67257,21.9115,0.9,5.5,1
12.52,1,384.28,91.68,18,36,1,6,1
12.52,2,205.991,43.1295,7.72727,-11.4545,2.2,9.21954,1
12.52,3,132.927,113.61,-17.4486,-10.5081,1.5,8,1
12.52,4,188.06,46.2554,-6.67257,21.9115,0.9,5.5,1
12.54,1,384.64,92.4,18,36,1,6,1
12.54,2,206.145,42.9005,7.72727,-11.4545,2.2,9.21954,1
12.54,3,132.578,113.399,-17.4486,-10.5081,1.5,8,1
12.54,4,187.927,46.6936,-6.67257,21.9115,0.9,5.5,1
12.56,1,385,93.12,18,36,1,6,1
12.56,2,206.3,42.6714,7.72727,-11.4545,2.2,9.21954,1
12.56,3,132.229,113.189,-17.4486,-10.5081,1.5,8,1
12.56,4,187.793,47.1319,-6.67257,21.9115,0.9,5.5,1
12.58,1,385.36,93.84,18,36,1,6,1
12.58,2,206.455,42.4423,7.72727,-11.4545,2.2,9.21954,1
12.58,3,131.88,112.979,-17.4486,-10.5081,1.5,8,1
12.58,4,187.66,47.5701,-6.67257,21.9115,0.9,5.5,1
12.6,1,385.72,94.56,18,36,1,6,1
12.6,2,206.609,42.2132,7.72727,-11.4545,2.2,9.21954,1
12.6,3,131.531,112.769,-17.4486,-10.5081,1.5,8,1
12.6,4,187.526,48.0083,-6.67257,21.9115,0.9,5.5,1
12.62,1,386.08,95.28,18,36,1,6,1
12.62,2,206.764,41.9841,7.72727,-11.4545,2.2,9.21954,1
12.62,3,131.182,112.559,-17.4486,-10.5081,1.5,8,1
12.62,4,187.393,48.4465,-6.67257,21.9115,0.9,5.5,1
12.64,1,386.44,96,18,36,1,6,1
12.64,2,206.918,41.755,7.72727,-11.4545,2.2,9.21954,1
12.64,3,130.833,112.349,-17.4486,-10.5081,1.5,8,1
12.64,4,187.259,48.8848,-6.67257,21.9115,0.9,5.5,1
12.66,1,386.8,96.72,18,36,1,6,1
12.66,2,207.073,41.5259,7.72727,-11.4545,2.2,9.21954,1
12.66,3,130.484,112.138,-17.4486,-10.5081,1.5,8,1
12.66,4,187.126,49.323,-6.67257,21.9115,0.9,5.5,1
12.68,1,387.16,97.44,18,36,1,6,1
12.68,2,207.227,41.2968,7.72727,-11.4545,2.2,9.21954,1
12.68,3,130.135,111.928,-17.4486,-10.5081,1.5,8,1
12.68,4,186.992,49.7612,-6.67257,21.9115,0.9,5.5,1
12.7,1,387.52,98.16,18,36,1,6,1
12.7,2,207.382,41.0677,7.72727,-11.4545,2.2,9.21954,1
12.7,3,129.786,111.718,-17.4486,-10.5081,1.5,8,1
12.7,4,186.859,50.1995,-6.67257,21.9115,0.9,5.5,1
12.72,1,387.88,98.88,18,36,1,6,1
12.72,2,207.536,40.8386,7.72727,-11.4545,2.2,9.21954,1
12.72,3,129.437,111.508,-17.4486,-10.5081,1.5,8,1
12.72,4,186.725,50.6377,-6.67257,21.9115,0.9,5.5,1
12.74,1,388.24,99.6,18,36,1,6,1
12.74,2,207.691,40.6095,7.72727,-11.4545,2.2,9.21954,1
12.74,3,129.088,111.298,-17.4486,-10.5081,1.5,8,1
12.74,4,186.592,51.0759,-6.67257,21.9115,0.9,5.5,1
12.76,1,388.6,100.32,18,36,1,6,1
12.76,2,207.845,40.3805,7.72727,-11.4545,2.2,9.21954,1
12.76,3,128.739,111.088,-17.4486,-10.5081,1.5,8,1
12.76,4,186.459,51.5142,-6.67257,21.9115,0.9,5.5,1
12.78,1,388.96,101.04,18,36,1,6,1
12.78,2,208,40.1514,7.72727,-11.4545,2.2,9.21954,1
12.78,3,128.39,110.877,-17.4486,-10.5081,1.5,8,1
12.78,4,186.325,51.9524,-6.67257,21.9115,0.9,5.5,1
12.8,1,389.32,101.76,18,36,1,6,1
12.8,2,208.155,39.9223,7.72727,-11.4545,2.2,9.21954,1
12.8,3,128.041,110.667,-17.4486,-10.5081,1.5,8,1
12.8,4,186.192,52.3906,-6.67257,21.9115,0.9,5.5,1
12.82,1,389.68,102.48,18,36,1,6,1
12.82,2,208.309,39.6932,7.72727,-11.4545,2.2,9.21954,1
12.82,3,127.692,110.457,-17.4486,-10.5081,1.5,8,1
12.82,4,186.058,52.8288,-6.67257,21.9115,0.9,5.5,1
12.84,1,390.04,103.2,18,36,1,6,1
12.84,2,208.464,39.4641,7.72727,-11.4545,2.2,9.21954,1
12.84,3,127.343,110.247,-17.4486,-10.5081,1.5,8,1
12.84,4,185.925,53.2671,-6.67257,21.9115,0.9,5.5,1
12.86,1,390.4,103.92,18,36,1,6,1
12.86,2,208.618,39.235,7.72727,-11.4545,2.2,9.21954,1
12.86,3,126.994,110.037,-17.4486,-10.5081,1.5,8,1
12.86,4,185.791,53.7053,-6.67257,21.9115,0.9,5.5,1
12.88,1,390.76,104.64,18,36,1,6,1
12.88,2,208.773,39.0059,7.72727,-11.4545,2.2,9.21954,1
12.88,3,126.645,109.827,-17.4486,-10.5081,1.5,8,1
12.88,4,185.658,54.1435,-6.67257,21.9115,0.9,5.5,1
12.9,1,391.12,105.36,18,36,1,6,1
12.9,2,208.927,38.7768,7.72727,-11.4545,2.2,9.21954,1
12.9,3,126.296,109.616,-17.4486,-10.5081,1.5,8,1
12.9,4,185.524,54.5818,-6.67257,21.9115,0.9,5.5,1
12.92,1,391.48,106.08,18,36,1,6,1
12.92,2,209.082,38.5477,7.72727,-11.4545,2.2,9.21954,1
12.92,3,125.947,109.406,-17.4486,-10.5081,1.5,8,1
12.92,4,185.391,55.02,-6.67257,21.9115,0.9,5.5,1
12.94,1,391.84,106.8,18,36,1,6,1
12.94,2,209.236,38.3186,7.72727,-11.4545,2.2,9.21954,1
12.94,3,125.598,109.196,-17.4486,-10.5081,1.5,8,1
12.94,4,185.258,55.4582,-6.67257,21.9115,0.9,5.5,1
12.96,1,392.2,107.52,18,36,1,6,1
12.96,2,209.391,38.0895,7.72727,-11.4545,2.2,9.21954,1
12.96,3,125.249,108.986,-17.4486,-10.5081,1.5,8,1
12.96,4,185.124,55.8965,-6.67257,21.9115,0.9,5.5,1
12.98,1,392.56,108.24,18,36,1,6,1
12.98,2,209.545,37.8605,7.72727,-11.4545,2.2,9.21954,1
12.98,3,124.9,108.776,-17.4486,-10.5081,1.5,8,1
12.98,4,184.991,56.3347,-6.67257,21.9115,0.9,5.5,1
13,1,392.92,108.96,18,36,1,6,1
13,2,209.7,37.6314,7.72727,-11.4545,2.2,9.21954,1
13,3,124.551,108.566,-17.4486,-10.5081,1.5,8,1
13,4,184.857,56.7729,-6.67257,21.9115,0.9,5.5,1
13.02,1,393.28,109.68,18,36,1,6,1
13.02,2,209.855,37.4023,7.72727,-11.4545,2.2,9.21954,1
13.02,3,124.202,108.355,-17.4486,-10.5081,1.5,8,1
13.02,4,184.724,57.2112,-6.67257,21.9115,0.9,5.5,1
13.04,1,393.64,110.4,18,36,1,6,1
13.04,2,210.009,37.1732,7.72727,-11.4545,2.2,9.21954,1
13.04,3,123.853,108.145,-17.4486,-10.5081,1.5,8,1
13.04,4,184.59,57.6494,-6.67257,21.9115,0.9,5.5,1
13.06,1,394,111.12,-18,36,1,6,1
13.06,2,210.164,36.9441,7.72727,-11.4545,2.2,9.21954,1
13.06,3,123.504,107.935,-17.4486,-10.5081,1.5,8,1
13.06,4,184.457,58.0876,-6.67257,21.9115,0.9,5.5,1
13.08,1,393.64,111.84,-18,36,1,6,1
13.08,2,210.318,36.715,7.72727,-11.4545,2.2,9.21954,1
13.08,3,123.155,107.725,-17.4486,-10.5081,1.5,8,1
13.08,4,184.323,58.5258,-6.67257,21.9115,0.9,5.5,1
13.1,1,393.28,112.56,-18,36,1,6,1
13.1,2,210.473,36.4859,7.72727,-11.4545,2.2,9.21954,1
13.1,3,122.806,107.515,-17.4486,-10.5081,1.5,8,1
13.1,4,184.19,58.9641,-6.67257,21.9115,0.9,5.5,1
13.12,1,392.92,113.28,-18,36,1,6,1
13.12,2,210.627,36.2568,7.72727,-11.4545,2.2,9.21954,1
13.12,3,122.458,107.305,-17.4486,-10.5081,1.5,8,1
13.12,4,184.056,59.4023,-6.67257,21.9115,0.9,5.5,1
13.14,1,392.56,114,-18,36,1,6,1
13.14,2,210.782,36.0277,7.72727,-11.4545,2.2,9.21954,1
13.14,3,122.109,107.094,-17.4486,-10.5081,1.5,8,1
13.14,4,183.923,59.8405,-6.67257,21.9115,0.9,5.5,1
13.16,1,392.2,114.72,-18,36,1,6,1
13.16,2,210.936,35.7986,7.72727,-11.4545,2.2,9.21954,1
13.16,3,121.76,106.884,-17.4486,-10.5081,1.5,8,1
13.16,4,183.79,60.2788,-6.67257,21.9115,0.9,5.5,1
13.18,1,391.84,115.44,-18,36,1,6,1
13.18,2,211.091,35.5695,7.72727,-11.4545,2.2,9.21954,1
13.18,3,121.411,106.674,-17.4486,-10.5081,1.5,8,1
13.18,4,183.656,60.717,-6.67257,21.9115,0.9,5.5,1
13.2,1,391.48,116.16,-18,36,1,6,1
13.2,2,211.245,35.3405,7.72727,-11.4545,2.2,9.21954,1
13.2,3,121.062,106.464,-17.4486,-10.5081,1.5,8,1
13.2,4,183.523,61.1552,-6.67257,21.9115,0.9,5.5,1
13.22,1,391.12,116.88,-18,36,1,6,1
13.22,2,211.4,35.1114,7.72727,-11.4545,2.2,9.21954,1
13.22,3,120.713,106.254,-17.4486,-10.5081,1.5,8,1
13.22,4,183.389,61.5935,-6.67257,21.9115,0.9,5.5,1
13.24,1,390.76,117.6,-18,36,1,6,1
13.24,2,211.555,34.8823,7.72727,-11.4545,2.2,9.21954,1
13.24,3,120.364,106.044,-17.4486,-10.5081,1.5,8,1
13.24,4,183.256,62.0317,-6.67257,21.9115,0.9,5.5,1
13.26,1,390.4,118.32,-18,36,1,6,1
13.26,2,211.709,34.6532,7.72727,-11.4545,2.2,9.21954,1
13.26,3,120.015,105.834,-17.4486,-10.5081,1.5,8,1
13.26,4,183.122,62.4699,-6.67257,21.9115,0.9,5.5,1
13.28,1,390.04,119.04,-18,36,1,6,1
13.28,2,211.864,34.4241,7.72727,-11.4545,2.2,9.21954,1
13.28,3,119.666,105.623,-17.4486,-10.5081,1.5,8,1
13.28,4,182.989,62.9081,-6.67257,21.9115,0.9,5.5,1
13.3,1,389.68,119.76,-18,36,1,6,1
13.3,2,212.018,34.195,7.72727,-11.4545,2.2,9.21954,1
13.3,3,119.317,105.413,-17.4486,-10.5081,1.5,8,1
13.3,4,182.855,63.3464,-6.67257,21.9115,0.9,5.5,1
13.32,1,389.32,120.48,-18,36,1,6,1
13.32,2,212.173,33.9659,7.72727,-11.4545,2.2,9.21954,1
13.32,3,118.968,105.203,-17.4486,-10.5081,1.5,8,1
13.32,4,182.722,63.7846,-6.67257,21.9115,0.9,5.5,1
13.34,1,388.96,121.2,-18,36,1,6,1
13.34,2,212.327,33.7368,7.72727,-11.4545,2.2,9.21954,1
13.34,3,118.619,104.993,-17.4486,-10.5081,1.5,8,1
13.34,4,182.588,64.2228,-6.67257,21.9115,0.9,5.5,1
13.36,1,388.6,121.92,-18,36,1,6,1
13.36,2,212.482,33.5077,7.72727,-11.4545,2.2,9.21954,1
13.36,3,118.27,104.783,-17.4486,-10.5081,1.5,8,1
13.36,4,182.455,64.6611,-6.67257,21.9115,0.9,5.5,1
13.38,1,388.24,122.64,-18,36,1,6,1
13.38,2,212.636,33.2786,7.72727,-11.4545,2.2,9.21954,1
13.38,3,117.921,104.573,-17.4486,-10.5081,1.5,8,1
13.38,4,182.322,65.0993,-6.67257,21.9115,0.9,5.5,1
13.4,1,387.88,123.36,-18,36,1,6,1
13.4,2,212.791,33.0495,7.72727,-11.4545,2.2,9.21954,1
13.4,3,117.572,104.362,-17.4486,-10.5081,1.5,8,1
13.4,4,182.188,65.5375,-6.67257,21.9115,0.9,5.5,1
13.42,1,387.52,124.08,-18,36,1,6,1
13.42,2,212.945,32.8205,7.72727,-11.4545,2.2,9.21954,1
13.42,3,117.223,104.152,-17.4486,-10.5081,1.5,8,1
13.42,4,182.055,65.9758,-6.67257,21.9115,0.9,5.5,1
13.44,1,387.16,124.8,-18,36,1,6,1
13.44,2,213.1,32.5914,7.72727,-11.4545,2.2,9.21954,1
13.44,3,116.874,103.942,-17.4486,-10.5081,1.5,8,1
13.44,4,181.921,66.414,-6.67257,21.9115,0.9,5.5,1
13.46,1,386.8,125.52,-18,36,1,6,1
13.46,2,213.255,32.3623,7.72727,-11.4545,2.2,9.21954,1
13.46,3,116.525,103.732,-17.4486,-10.5081,1.5,8,1
13.46,4,181.788,66.8522,-6.67257,21.9115,0.9,5.5,1
13.48,1,386.44,126.24,-18,36,1,6,1
13.48,2,213.409,32.1332,7.72727,-11.4545,2.2,9.21954,1
13.48,3,116.176,103.522,-17.4486,-10.5081,1.5,8,1
13.48,4,181.654,67.2904,-6.67257,21.9115,0.9,5.5,1
13.5,1,386.08,126.96,-18,36,1,6,1
13.5,2,213.564,31.9041,7.72727,-11.4545,2.2,9.21954,1
13.5,3,115.827,103.312,-17.4486,-10.5081,1.5,8,1
13.5,4,181.521,67.7287,-6.67257,21.9115,0.9,5.5,1
13.52,1,385.72,127.68,-18,36,1,6,1
13.52,2,213.718,31.675,7.72727,-11.4545,2.2,9.21954,1
13.52,3,115.478,103.101,-17.4486,-10.5081,1.5,8,1
13.52,4,181.387,68.1669,-6.67257,21.9115,0.9,5.5,1
13.54,1,385.36,128.4,-18,36,1,6,1
13.54,2,213.873,31.4459,7.72727,-11.4545,2.2,9.21954,1
13.54,3,115.129,102.891,-17.4486,-10.5081,1.5,8,1
13.54,4,181.254,68.6051,-6.67257,21.9115,0.9,5.5,1
13.56,1,385,129.12,-18,36,1,6,1
13.56,2,214.027,31.2168,7.72727,-11.4545,2.2,9.21954,1
13.56,3,114.78,102.681,-17.4486,-10.5081,1.5,8,1
13.56,4,181.121,69.0434,-6.67257,21.9115,0.9,5.5,1
13.58,1,384.64,129.84,-18,36,1,6,1
13.58,2,214.182,30.9877,7.72727,-11.4545,2.2,9.21954,1
13.58,3,114.431,102.471,-17.4486,-10.5081,1.5,8,1
13.58,4,180.987,69.4816,-6.67257,21.9115,0.9,5.5,1
13.6,1,384.28,130.56,-18,36,1,6,1
13.6,2,214.336,30.7586,7.72727,-11.4545,2.2,9.21954,1
13.6,3,114.082,102.261,-17.4486,-10.5081,1.5,8,1
13.6,4,180.854,69.9198,-6.67257,21.9115,0.9,5.5,1
13.62,1,383.92,131.28,-18,36,1,6,1
13.62,2,214.491,30.5295,7.72727,-11.4545,2.2,9.21954,1
13.62,3,113.733,102.051,-17.4486,-10.5081,1.5,8,1
13.62,4,180.72,70.3581,-6.67257,21.9115,0.9,5.5,1
13.64,1,383.56,132,-18,36,1,6,1
13.64,2,214.645,30.3005,7.72727,-11.4545,2.2,9.21954,1
13.64,3,113.384,101.84,-17.4486,-10.5081,1.5,8,1
13.64,4,180.587,70.7963,-6.67257,21.9115,0.9,5.5,1
13.66,1,383.2,132.72,-18,36,1,6,1
13.66,2,214.8,30.0714,7.72727,-11.4545,2.2,9.21954,1
13.66,3,113.035,101.63,-17.4486,-10.5081,1.5,8,1
13.66,4,180.453,71.2345,-6.67257,21.9115,0.9,5.5,1
13.68,1,382.84,133.44,-18,36,1,6,1
13.68,2,214.955,29.8423,7.72727,-11.4545,2.2,9.21954,1
13.68,3,112.686,101.42,-17.4486,-10.5081,1.5,8,1
13.68,4,180.32,71.6727,-6.67257,21.9115,0.9,5.5,1
13.7,1,382.48,134.16,-18,36,1,6,1
13.7,2,215.109,29.6132,7.72727,-11.4545,2.2,9.21954,1
13.7,3,112.337,101.21,-17.4486,-10.5081,1.5,8,1
13.7,4,180.186,72.111,-6.67257,21.9115,0.9,5.5,1
13.72,1,382.12,134.88,-18,36,1,6,1
13.72,2,215.264,29.3841,7.72727,-11.4545,2.2,9.21954,1
13.72,3,111.988,101,-17.4486,-10.5081,1.5,8,1
13.72,4,180.053,72.5492,-6.67257,21.9115,0.9,5.5,1
13.74,1,381.76,135.6,-18,36,1,6,1
13.74,2,215.418,29.155,7.72727,-11.4545,2.2,9.21954,1
13.74,3,111.639,100.79,-17.4486,-10.5081,1.5,8,1
13.74,4,179.919,72.9874,-6.67257,21.9115,0.9,5.5,1
13.76,1,381.4,136.32,-18,36,1,6,1
13.76,2,215.573,28.9259,7.72727,-11.4545,2.2,9.21954,1
13.76,3,111.29,100.579,-17.4486,-10.5081,1.5,8,1
13.76,4,179.786,73.4257,-6.67257,21.9115,0.9,5.5,1
13.78,1,381.04,137.04,-18,36,1,6,1
13.78,2,215.727,28.6968,7.72727,-11.4545,2.2,9.21954,1
13.78,3,110.941,100.369,-17.4486,-10.5081,1.5,8,1
13.78,4,179.653,73.8639,-6.67257,21.9115,0.9,5.5,1
13.8,1,380.68,137.76,-18,36,1,6,1
13.8,2,215.882,28.4677,7.72727,-11.4545,2.2,9.21954,1
13.8,3,110.592,100.159,-17.4486,-10.5081,1.5,8,1
13.8,4,179.519,74.3021,-6.67257,21.9115,0.9,5.5,1
13.82,1,380.32,138.48,-18,36,1,6,1
13.82,2,216.036,28.2386,7.72727,-11.4545,2.2,9.21954,1
13.82,3,110.243,99.949,-17.4486,-10.5081,1.5,8,1
13.82,4,179.386,74.7404,-6.67257,21.9115,0.9,5.5,1
13.84,1,379.96,139.2,-18,36,1,6,1
13.84,2,216.191,28.0095,7.72727,-11.4545,2.2,9.21954,1
13.84,3,109.894,99.7388,-17.4486,-10.5081,1.5,8,1
13.84,4,179.252,75.1786,-6.67257,21.9115,0.9,5.5,1
13.86,1,379.6,139.92,-18,36,1,6,1
13.86,2,216.345,27.7805,7.72727,-11.4545,2.2,9.21954,1
13.86,3,109.546,99.5286,-17.4486,-10.5081,1.5,8,1
13.86,4,179.119,75.6168,-6.67257,21.9115,0.9,5.5,1
13.88,1,379.24,140.64,-18,36,1,6,1
13.88,2,216.5,27.5514,7.72727,-11.4545,2.2,9.21954,1
13.88,3,109.197,99.3185,-17.4486,-10.5081,1.5,8,1
13.88,4,178.985,76.055,-6.67257,21.9115,0.9,5.5,1
13.9,1,378.88,141.36,-18,36,1,6,1
13.9,2,216.655,27.3223,7.72727,-11.4545,2.2,9.21954,1
13.9,3,108.848,99.1083,-17.4486,-10.5081,1.5,8,1
13.9,4,178.852,76.4933,-6.67257,21.9115,0.9,5.5,1
13.92,1,378.52,142.08,-18,36,1,6,1
13.92,2,216.809,27.0932,7.72727,-11.4545,2.2,9.21954,1
13.92,3,108.499,98.8982,-17.4486,-10.5081,1.5,8,1
13.92,4,178.718,76.9315,-6.67257,21.9115,0.9,5.5,1
13.94,1,378.16,142.8,-18,36,1,6,1
13.94,2,216.964,26.8641,7.72727,-11.4545,2.2,9.21954,1
13.94,3,108.15,98.688,-17.4486,-10.5081,1.5,8,1
13.94,4,178.585,77.3697,-6.67257,21.9115,0.9,5.5,1
13.96,1,377.8,143.52,-18,36,1,6,1
13.96,2,217.118,26.635,7.72727,-11.4545,2.2,9.21954,1
13.96,3,107.801,98.4778,-17.4486,-10.5081,1.5,8,1
13.96,4,178.451,77.808,-6.67257,21.9115,0.9,5.5,1
13.98,1,377.44,144.24,-18,36,1,6,1
13.98,2,217.273,26.4059,7.72727,-11.4545,2.2,9.21954,1
13.98,3,107.452,98.2677,-17.4486,-10.5081,1.5,8,1
13.98,4,178.318,78.2462,-6.67257,21.9115,0.9,5.5,1
14,1,377.08,144.96,-18,36,1,6,1
14,2,217.427,26.1768,7.72727,-11.4545,2.2,9.21954,1
14,3,107.103,98.0575,-17.4486,-10.5081,1.5,8,1
14,4,178.185,78.6844,-6.67257,21.9115,0.9,5.5,1
14.02,1,376.72,145.68,-18,36,1,6,1
14.02,2,217.582,25.9477,7.72727,-11.4545,2.2,9.21954,1
14.02,3,106.754,97.8474,-17.4486,-10.5081,1.5,8,1
14.02,4,178.051,79.1227,-6.67257,21.9115,0.9,5.5,1
14.04,1,376.36,146.4,-18,36,1,6,1
14.04,2,217.736,25.7186,7.72727,-11.4545,2.2,9.21954,1
14.04,3,106.405,97.6372,-17.4486,-10.5081,1.5,8,1
14.04,4,177.918,79.5609,-6.67257,21.9115,0.9,5.5,1
14.06,1,376,147.12,-18,36,1,6,1
14.06,2,217.891,25.4895,7.72727,-11.4545,2.2,9.21954,1
14.06,3,106.056,97.427,-17.4486,-10.5081,1.5,8,1
14.06,4,177.784,79.9991,-6.67257,21.9115,0.9,5.5,1
14.08,1,375.64,147.84,-18,36,1,6,1
14.08,2,218.045,25.2605,7.72727,-11.4545,2.2,9.21954,1
14.08,3,105.707,97.2169,-17.4486,-10.5081,1.5,8,1
14.08,4,177.651,80.4373,-6.67257,21.9115,0.9,5.5,1
14.1,1,375.28,148.56,-18,36,1,6,1
14.1,2,218.2,25.0314,7.72727,-11.4545,2.2,9.21954,1
14.1,3,105.358,97.0067,-17.4486,-10.5081,1.5,8,1
14.1,4,177.517,80.8756,-6.67257,21.9115,0.9,5.5,1
14.12,1,374.92,149.28,-18,36,1,6,1
14.12,2,218.355,24.8023,7.72727,-11.4545,2.2,9.21954,1
14.12,3,105.009,96.7965,-17.4486,-10.5081,1.5,8,1
14.12,4,177.384,81.3138,-6.67257,21.9115,0.9,5.5,1
14.14,1,374.56,150,-18,36,1,6,1
14.14,2,218.509,24.5732,7.72727,-11.4545,2.2,9.21954,1
14.14,3,104.66,96.5864,-17.4486,-10.5081,1.5,8,1
14.14,4,177.25,81.752,-6.67257,21.9115,0.9,5.5,1
14.16,1,374.2,150.72,-18,36,1,6,1
14.16,2,218.664,24.3441,7.72727,-11.4545,2.2,9.21954,1
14.16,3,104.311,96.3762,-17.4486,-10.5081,1.5,8,1
14.16,4,177.117,82.1903,-6.67257,21.9115,0.9,5.5,1
14.18,1,373.84,151.44,-18,36,1,6,1
14.18,2,218.818,24.115,7.72727,-11.4545,2.2,9.21954,1
14.18,3,103.962,96.1661,-17.4486,-10.5081,1.5,8,1
14.18,4,176.984,82.6285,-6.67257,21.9115,0.9,5.5,1
14.2,1,373.48,152.16,-18,36,1,6,1
14.2,2,218.973,23.8859,7.72727,-11.4545,2.2,9.21954,1
14.2,3,103.613,95.9559,-17.4486,-10.5081,1.5,8,1
14.2,4,176.85,83.0667,-6.67257,21.9115,0.9,5.5,1
14.22,1,373.12,152.88,-18,36,1,6,1
14.22,2,219.127,23.6568,7.72727,-11.4545,2.2,9.21954,1
14.22,3,103.264,95.7457,-17.4486,-10.5081,1.5,8,1
14.22,4,176.717,83.505,-6.67257,21.9115,0.9,5.5,1
14.24,1,372.76,153.6,-18,36,1,6,1
14.24,2,219.282,23.4277,7.72727,-11.4545,2.2,9.21954,1
14.24,3,102.915,95.5356,-17.4486,-10.5081,1.5,8,1
14.24,4,176.583,83.9432,-6.67257,21.9115,0.9,5.5,1
14.26,1,372.4,154.32,-18,36,1,6,1
14.26,2,219.436,23.1986,7.72727,-11.4545,2.2,9.21954,1
14.26,3,102.566,95.3254,-17.4486,-10.5081,1.5,8,1
14.26,4,176.45,84.3814,-6.67257,21.9115,0.9,5.5,1
14.28,1,372.04,155.04,-18,36,1,6,1
14.28,2,219.591,22.9695,7.72727,-11.4545,2.2,9.21954,1
14.28,3,102.217,95.1152,-17.4486,-10.5081,1.5,8,1
14.28,4,176.316,84.8196,-6.67257,21.9115,0.9,5.5,1
14.3,1,371.68,155.76,-18,36,1,6,1
14.3,2,219.745,22.7405,7.72727,-11.4545,2.2,9.21954,1
14.3,3,101.868,94.9051,-17.4486,-10.5081,1.5,8,1
14.3,4,176.183,85.2579,-6.67257,21.9115,0.9,5.5,1
14.32,1,371.32,156.48,-18,36,1,6,1
14.32,2,219.9,22.5114,7.72727,-11.4545,2.2,9.21954,1
14.32,3,101.519,94.6949,-17.4486,-10.5081,1.5,8,1
14.32,4,176.049,85.6961,-6.67257,21.9115,0.9,5.5,1
14.34,1,370.96,157.2,-18,36,1,6,1
14.34,2,220.055,22.2823,7.72727,-11.4545,2.2,9.21954,1
14.34,3,101.17,94.4848,-17.4486,-10.5081,1.5,8,1
14.34,4,175.916,86.1343,-6.67257,21.9115,0.9,5.5,1
14.36,1,370.6,157.92,-18,36,1,6,1
14.36,2,220.209,22.0532,7.72727,-11.4545,2.2,9.21954,1
14.36,3,100.821,94.2746,-17.4486,-10.5081,1.5,8,1
14.36,4,175.782,86.5726,-6.67257,21.9115,0.9,5.5,1
14.38,1,370.24,158.64,-18,36,1,6,1
14.38,2,220.364,21.8241,7.72727,-11.4545,2.2,9.21954,1
14.38,3,100.472,94.0644,-17.4486,-10.5081,1.5,8,1
14.38,4,175.649,87.0108,-6.67257,21.9115,0.9,5.5,1
14.4,1,369.88,159.36,-18,36,1,6,1
14.4,2,220.518,21.595,7.72727,-11.4545,2.2,9.21954,1
14.4,3,100.123,93.8543,-17.4486,-10.5081,1.5,8,1
14.4,4,175.516,87.449,-6.67257,21.9115,0.9,5.5,1
14.42,1,369.52,160.08,-18,36,1,6,1
14.42,2,220.673,21.3659,7.72727,-11.4545,2.2,9.21954,1
14.42,3,99.7743,93.6441,-17.4486,-10.5081,1.5,8,1
14.42,4,175.382,87.8873,-6.67257,21.9115,0.9,5.5,1
14.44,1,369.16,160.8,-18,36,1,6,1
14.44,2,220.827,21.1368,7.72727,-11.4545,2.2,9.21954,1
14.44,3,99.4253,93.4339,-17.4486,-10.5081,1.5,8,1
14.44,4,175.249,88.3255,-6.67257,21.9115,0.9,5.5,1
14.46,1,368.8,161.52,-18,36,1,6,1
14.46,2,220.982,20.9077,7.72727,-11.4545,2.2,9.21954,1
14.46,3,99.0763,93.2238,-17.4486,-10.5081,1.5,8,1
